Location name,ID,Street address,Street address 2,ZIP code,City,State/Province/Region,Country code,Phone number,Website
Head Office,EP001,"Kashbarajpara, Monmath","Bamonraja, Sundarpur",5600,Gaibandha,Rangpur,BD,+880-1770-584994,www.easy-premium.com
